Drug,lncRNA
Tolazamide,RHPN1-AS1
Trimethadione,NEAT1
Rifampicin,NEAT1
Methoxamine,TP73-AS1
nifuroxazide,NEAT1
nifuroxazide,SNHG14
nifuroxazide,LINC00963
nifuroxazide,AC090360.1
Colistin,NDUFB2-AS1
Sisomicin,MCF2L-AS1
Lovastatin,NEAT1
R-atenolol,LINC00963
R-atenolol,AL157838.1
Pregnenolone,AP003469.4
Mycophenolic acid,NEAT1
Mycophenolic acid,RHPN1-AS1
Mycophenolic acid,AL034550.1
Dirithromycin,RFPL1S
Resveratrol,RHPN1-AS1
Budesonide,RHPN1-AS1
Triflusal,CTXND1
Chloroquine,VASH1-AS1
Gliclazide,LINC00339
Bromperidol,SNHG14
Bromperidol,THAP9-AS1
Mesoridazine,ELOA-AS1
Trolox C,IDI2-AS1
Trolox C,MCF2L-AS1
clorsulon,LINC00342
Parthenolide,ZNF213-AS1
Parthenolide,LINC01963
Parthenolide,MCM3AP-AS1
Prenylamine,SNHG17
tubocurarine chloride,AP003469.4
tubocurarine chloride,AL117378.1
Thiamine,LINC00963
Dihydroergocristine,SNHG14
Mometasone,LINC01361
Mometasone,MIR22HG
Mometasone,LINC01963
harmol,AP003469.4
harmol,AC098487.1
harmol,LINC01963
harmol,ELOA-AS1
pronetalol,AP003469.4
pronetalol,LINC00342
pronetalol,SNHG20
Cyclopenthiazide,NEAT1
Etofenamate,SNHG3
Etofenamate,MCM3AP-AS1
Etofenamate,ENSG00000229645
Nifurtimox,AL450384.2
Gibberellic acid,MIR22HG
Gibberellic acid,AL034550.1
Naftopidil,ENSG00000229645
Naftopidil,NDST2
Naftopidil,RFPL1S
Naftopidil,IDI2-AS1
Naftopidil,SNHG3
Naftopidil,MIR22HG
Naftopidil,AC098487.1
Naftopidil,MCM3AP-AS1
Naftopidil,SMIM27
Naftopidil,SNHG17
beta-Sitosterol,MIR22HG
beta-Sitosterol,AP003469.4
Fluvoxamine,SNHG20
Fluvoxamine,AP003469.4
Fluvoxamine,AC002310.2
Apramycin,AC093010.3
Apramycin,MCM3AP-AS1
Apramycin,NDST2
Apramycin,AP003469.4
etamsylate,THAP9-AS1
etamsylate,BRD3OS
etamsylate,ELOA-AS1
etamsylate,SNHG3
etamsylate,SMIM27
etamsylate,MIR22HG
etamsylate,RFPL1S
etamsylate,SNHG14
Letrozole,SNHG20
Letrozole,RFPL1S
Letrozole,MIR22HG
Molindone,SNHG20
Molindone,AL450384.2
Sotalol,AC007389.3
Sotalol,RFPL1S
Sotalol,NDST2
Sotalol,MIR22HG
Sotalol,IDI2-AS1
Sotalol,LINC00342
Sotalol,SNHG14
Sotalol,AP003469.4
Sotalol,SNHG17
tracazolate,AP003469.4
tracazolate,MIR22HG
tracazolate,MCM3AP-AS1
tracazolate,RFPL1S
tracazolate,SNHG20
tracazolate,SNHG3
tracazolate,LINC00342
tracazolate,AC093010.3
tracazolate,AC098487.1
Proscillaridin,AL450384.2
Proscillaridin,WT1-AS
Proscillaridin,SNHG17
Proscillaridin,BRD3OS
Proscillaridin,LINC00342
Proscillaridin,SNHG3
Proscillaridin,ENSG00000229645
Proscillaridin,LINC00339
Proscillaridin,SNHG20
Proscillaridin,MCM3AP-AS1
Proscillaridin,RFPL1S
Proscillaridin,SNHG14
cefalonium,AC002310.2
cefalonium,MIR22HG
Zardaverine,MCM3AP-AS1
Zardaverine,BRD3OS
Zardaverine,SNHG17
Zardaverine,SNHG20
Zardaverine,AL450384.2
Zardaverine,ENSG00000229645
sanguinarine,NDUFB2-AS1
sanguinarine,SNHG3
sanguinarine,ENSG00000229645
sanguinarine,ZNF710-AS1
sanguinarine,MCM3AP-AS1
sanguinarine,SNHG14
sanguinarine,RFPL1S
sanguinarine,WT1-AS
sanguinarine,CROCCP2
sanguinarine,LINC00342
sanguinarine,SNHG20
sanguinarine,LINC00339
sanguinarine,BRD3OS
Fluticasone,AP003469.4
Fluticasone,NDST2
Fursultiamine,SNHG17
Fursultiamine,ENSG00000229645
Fursultiamine,MIR22HG
Zalcitabine,AC007389.3
decamethonium bromide,IDI2-AS1
decamethonium bromide,RFPL1S
decamethonium bromide,NDST2
Memantine,MIR22HG
Memantine,NDST2
harpagoside,IDI2-AS1
Gabexate,AL034550.1
Alprostadil,SNHG17
Alprostadil,ENSG00000229645
Alprostadil,LINC00599
Alprostadil,SNHG20
Alprostadil,SNHG3
Alprostadil,IDI2-AS1
Alprostadil,AC002310.2
Alprostadil,MCM3AP-AS1
Alprostadil,WT1-AS
Alprostadil,MIR22HG
methyldopate,MIR22HG
methyldopate,AP003469.4
3-acetamidocoumarin,MIR22HG
Ozagrel,NOP14-AS1
Ozagrel,ELOA-AS1
Ozagrel,SNHG14
Ozagrel,MYCNOS
Ozagrel,MIR22HG
Asiaticoside,MIR22HG
Tribenoside,MIR22HG
betulin,MIR22HG
Lymecycline,NDST2
Lymecycline,AL355922.1
talampicillin,NDST2
talampicillin,LINC00339
Rimexolone,BRD3OS
Rimexolone,AL355922.1
Rimexolone,WT1-AS
Pyrvinium,WT1-AS
Pyrvinium,MCM3AP-AS1
Pyrvinium,ENSG00000229645
Moricizine,MIR22HG
Phensuximide,AL021937.4
Phensuximide,NDST2
S-propranolol,MIR22HG
Ioxaglic acid,NDST2
Cyclic Adenosine Monophosphate,XIST
Loracarbef,LINC01963
Procarbazine,MIR22HG
Penbutolol,ELOA-AS1
Penbutolol,MIR22HG
Penbutolol,ZNF213-AS1
Naftifine,AC002310.2
Bethanechol,NDST2
Bethanechol,MIR22HG
quinpirole,MIR22HG
quinpirole,LINC00599
Levopropoxyphene,MIR22HG
Nafcillin,LINC00474
Nafcillin,IDI2-AS1
Liothyronine,LINC01361
Liothyronine,AL117378.1
Liothyronine,AP003469.4
Liothyronine,LINC00652
Liothyronine,WT1-AS
Etidronic acid,EGOT
Etidronic acid,LINC00563
Etidronic acid,IDI2-AS1
Theophylline,IDI2-AS1
Theophylline,AL117378.1
Theophylline,FOXN3-AS2
Spectinomycin,AL117378.1
Spectinomycin,AC010834.1
Spectinomycin,AL031598.1
Spectinomycin,AFDN-DT
Spectinomycin,TP53TG1
cefsulodin,AL450384.2
cefsulodin,AL117378.1
cefsulodin,AC007389.3
cefsulodin,GSN-AS1
Benzthiazide,GSN-AS1
Benzthiazide,PART1
Benzthiazide,EGOT
Benzthiazide,MIR22HG
Benzthiazide,AL117378.1
Novobiocin,LINC00963
Procyclidine,LINC01361
Procyclidine,PART1
Roxithromycin,XIST
Roxithromycin,WT1-AS
Roxithromycin,MIR22HG
Theobromine,AC007389.3
Theobromine,AL117378.1
Theobromine,AC007613.1
Theobromine,AL021937.4
piromidic acid,AC007389.3
piromidic acid,AL117378.1
piromidic acid,AL450384.2
piromidic acid,AL031598.1
piromidic acid,AC002310.2
fosfosal,ELOA-AS1
fosfosal,AL117378.1
fosfosal,SNHG20
fosfosal,RFPL1S
Trichlormethiazide,ZNF213-AS1
Trichlormethiazide,AL355922.1
Trichlormethiazide,AL117378.1
Trichlormethiazide,AC007389.3
Trichlormethiazide,LINC01963
tetroquinone,AL034550.1
tetroquinone,AL450384.2
tetroquinone,AL117378.1
tetroquinone,IDI2-AS1
amiprilose,AL450384.2
amiprilose,AL117378.1
beclometasone,SNHG20
beclometasone,AL117378.1
Simvastatin,AC044802.1
Simvastatin,LINC00574
Reserpine,AL117378.1
Reserpine,SNHG20
Trimipramine,AL117378.1
Trimipramine,MIR22HG
Trimipramine,AC044802.1
Trimipramine,AC007613.1
Suprofen,EGOT
Suprofen,AC007389.3
Suprofen,AC044802.1
oxolamine,MCF2L-AS1
oxolamine,AC044802.1
Indoprofen,EGOT
Mestranol,AL031598.1
Mestranol,LINC01963
Mestranol,AL117378.1
Mestranol,TP73-AS1
Mestranol,AP003469.4
Tolmetin,AC010834.1
Tolmetin,LINC00474
Tolmetin,GSN-AS1
Tolmetin,AC002310.2
Tolmetin,EGOT
Tolmetin,VASH1-AS1
Tolmetin,LINC00963
Tolmetin,LINC01963
Tolmetin,AC004674.1
Tolmetin,TCL6
Tolmetin,IDI2-AS1
arcaine,KIF25-AS1
arcaine,ZNF213-AS1
arcaine,AL450384.2
arcaine,LINC00599
arcaine,RFPL1S
Chloropyramine,AL117378.1
(+/-)-catechin,AL034550.1
(+/-)-catechin,LINC00963
(+/-)-catechin,KIF25-AS1
(+/-)-catechin,SMIM27
(+/-)-catechin,AL117378.1
(+/-)-catechin,VASH1-AS1
(+/-)-catechin,MIR22HG
propantheline bromide,AC002310.2
propantheline bromide,ATXN8OS
propantheline bromide,LINC01963
Carbenoxolone,EGOT
Carbenoxolone,MIR22HG
Carbenoxolone,AL117378.1
Carbenoxolone,ZNF213-AS1
Carbenoxolone,AC096564.2
Carbenoxolone,VASH1-AS1
Paromomycin,Z83844.2
Paromomycin,LINC00963
Scopolamine,SMIM27
Scopolamine,AL157838.1
Scopolamine,AC090360.1
Scopolamine,AC010834.1
Scopolamine,EGOT
Scopolamine,KIF25-AS1
Scopolamine,WT1-AS
Scopolamine,AL117378.1
Scopolamine,AC096564.2
Scopolamine,AC002310.2
Scopolamine,MCF2L-AS1
Furazolidone,ZNF213-AS1
Furazolidone,SMIM27
Furazolidone,SNHG20
Furazolidone,AC013391.3
Furazolidone,AC007389.3
Furazolidone,KIF25-AS1
Furazolidone,AL157838.1
Furazolidone,AL031598.1
Furazolidone,AL034550.1
Furazolidone,TCL6
Furazolidone,AC098487.1
Furazolidone,PYY2
Furazolidone,EGOT
Furazolidone,AC010834.1
Furazolidone,FOXN3-AS2
Furazolidone,TP53TG1
Furazolidone,AFDN-DT
Furazolidone,MYCNOS
Furazolidone,LINC01963
Nadolol,KIF25-AS1
Nadolol,MIR22HG
Nadolol,MEG3
Nadolol,FOXN3-AS2
Nadolol,IDI2-AS1
Nadolol,AC010834.1
Nadolol,AC098487.1
Nadolol,AL117378.1
lasalocid,MEG3
lasalocid,AC090360.1
lasalocid,AL034550.1
lasalocid,NOP14-AS1
Iocetamic acid,AC096564.2
Iocetamic acid,MIR22HG
Iocetamic acid,NEAT1
Iocetamic acid,LINC00963
Iocetamic acid,AL139352.1
Iocetamic acid,AL021937.4
Iocetamic acid,LINC01361
Iocetamic acid,AC044802.1
Iocetamic acid,TP73-AS1
Iocetamic acid,AC010834.1
Iocetamic acid,AL157838.1
Iocetamic acid,AL117378.1
Iocetamic acid,VASH1-AS1
Iocetamic acid,AL034550.1
Iodixanol,LINC01136
Iodixanol,LINC00563
Iodixanol,IDI2-AS1
Iodixanol,AC010834.1
Iodixanol,AL117378.1
Iodixanol,LINC01963
Doxazosin,ELOA-AS1
Doxazosin,LINC01361
Doxazosin,AL117378.1
Doxazosin,NBPF1
Doxazosin,LINC01963
Doxazosin,LINC00599
Doxazosin,AP001062.1
Doxazosin,SNHG20
Doxazosin,LINC00963
Doxazosin,ZNF213-AS1
Acetaminophen,MMP24OS
Acetaminophen,TCL6
Acetaminophen,LINC00474
Acetaminophen,TP53TG1
Acetaminophen,AL117378.1
Acetaminophen,LINC00963
Acetaminophen,LINC01963
Acetaminophen,MYCNOS
Ioversol,IDI2-AS1
Ioversol,LINC00599
Ioversol,AL117378.1
Diclofenamide,LINC00963
Diclofenamide,AC007389.3
Diclofenamide,FOXN3-AS2
Latamoxef,MYCNOS
Latamoxef,CTXND1
Latamoxef,AL034550.1
Latamoxef,AC010834.1
Latamoxef,AL157838.1
Latamoxef,PYY2
Latamoxef,LINC01361
Latamoxef,EGOT
Latamoxef,TCL6
Latamoxef,AC093010.3
Latamoxef,TP53TG1
Latamoxef,AL021937.4
Latamoxef,HAND2-AS1
Latamoxef,KIF25-AS1
Latamoxef,AL031598.1
Latamoxef,AL441883.1
Latamoxef,MMP24OS
dimethadione,ZNF213-AS1
dimethadione,AC010834.1
dimethadione,AP001062.1
dimethadione,AC098487.1
dimethadione,NDST2
dimethadione,MEG3
Ganciclovir,AL117378.1
Rolitetracycline,AL117378.1
Rolitetracycline,AL450384.2
Rolitetracycline,RFPL1S
Rolitetracycline,PART1
Rolitetracycline,LINC01963
Fluvastatin,AL450384.2
Fluvastatin,AL117378.1
phthalylsulfathiazole,AL117378.1
phthalylsulfathiazole,PART1
phthalylsulfathiazole,AC013391.3
phthalylsulfathiazole,AL450384.2
phthalylsulfathiazole,AC098487.1
Capsaicin,AC007389.3
Capsaicin,LINC00963
Capsaicin,AC093010.3
Capsaicin,LINC01963
Capsaicin,AL117378.1
Capsaicin,IDI2-AS1
Capsaicin,NBPF1
Capsaicin,ZNF213-AS1
Sulconazole,HAND2-AS1
Sulconazole,RFPL1S
Sulconazole,LINC01361
Sulconazole,ENSG00000229645
Sulconazole,AP003469.4
Sulconazole,AC007389.3
Sulconazole,IDI2-AS1
Sulconazole,AL355922.1
Aminophylline,AL117378.1
ethaverine,SNHG3
ethaverine,AC093010.3
ethaverine,AL117378.1
Profenamine,ZNF213-AS1
Profenamine,AC098487.1
Profenamine,LINC01963
Profenamine,LINC00963
Profenamine,VASH1-AS1
Profenamine,AL117378.1
Equilin,IDI2-AS1
Equilin,LINC00963
Equilin,MMP24OS
Equilin,XIST
Equilin,EGOT
luteolin,SNHG17
luteolin,WT1-AS
luteolin,IDI2-AS1
luteolin,LINC01963
luteolin,ACVR2B-AS1
luteolin,CROCCP2
luteolin,LINC00342
luteolin,MCM3AP-AS1
luteolin,ELOA-AS1
luteolin,LINC00599
luteolin,NBPF1
luteolin,AC098487.1
luteolin,BRD3OS
luteolin,ENSG00000229645
luteolin,AP003469.4
luteolin,SNHG14
carbachol,NBPF1
carbachol,AL450384.2
carbachol,AC044802.1
carbachol,LINC01963
carbachol,MMP24OS
Niacin,AC002310.2
Niacin,AL117378.1
Niacin,CTXND1
Niacin,AC007389.3
3-acetylcoumarin,AC010834.1
3-acetylcoumarin,LINC00963
3-acetylcoumarin,ZNF213-AS1
3-acetylcoumarin,AC007613.1
Hymecromone,XIST
Hymecromone,CTXND1
Hymecromone,LINC00963
Hymecromone,SMAD5-AS1
(+)-isoprenaline,AL139352.1
(+)-isoprenaline,LINC00963
(+)-isoprenaline,TCL6
(+)-isoprenaline,AL117378.1
(+)-isoprenaline,MMP24OS
Nizatidine,TCL6
Propofol,LINC00599
Propofol,IDI2-AS1
Propofol,CTXND1
Pentetic acid,KIF25-AS1
Pentetic acid,AC096564.2
Pentetic acid,LINC00963
Pentetic acid,EGOT
Pentetic acid,LINC00474
Pentetic acid,MEG3
Pentetic acid,LINC00574
Pentetic acid,LINC01963
Pentetic acid,NOP14-AS1
Pentetic acid,SMG7-AS1
Pentetic acid,MIR22HG
Pentetic acid,VASH1-AS1
Pentetic acid,TCL6
bemegride,LINC01963
bemegride,MEG3
Esculin,ZNF213-AS1
Esculin,AL021937.4
Esculin,LINC00963
Esculin,AL117378.1
Esculin,AC044802.1
caffeic acid,XIST
caffeic acid,MEG3
caffeic acid,RHPN1-AS1
Monobenzone,LINC01963
Monobenzone,LINC00599
Monobenzone,AL117378.1
Monobenzone,MYCNOS
Monobenzone,TCL6
Monobenzone,AC090360.1
Monobenzone,IDI2-AS1
Monobenzone,LINC01361
Monobenzone,GSN-AS1
thioperamide,PRIM2
eticlopride,MIR22HG
eticlopride,KIF25-AS1
eticlopride,SMG7-AS1
eticlopride,NDST2
eticlopride,TP53TG1
eticlopride,AC044802.1
eticlopride,AC010834.1
eticlopride,PART1
eticlopride,AC007389.3
eticlopride,MMP24OS
eticlopride,LINC01361
eticlopride,LINC00963
eticlopride,LINC01963
eticlopride,AL034550.1
eticlopride,AL157838.1
eticlopride,AC093010.3
eticlopride,MEG3
eticlopride,AL031598.1
eticlopride,AC068870.1
eticlopride,TCL6
eticlopride,NOP14-AS1
trichostatin A,PYY2
trichostatin A,TP53TG1
trichostatin A,EGOT
trichostatin A,MMP24OS
Propranolol,LINC00963
Propranolol,PYY2
Propranolol,AC010834.1
Propranolol,AC007405.1
Propranolol,NDST2
Propranolol,EGOT
Propranolol,AC007389.3
Propranolol,AL139352.1
digoxigenin,LINC01361
digoxigenin,SNHG20
digoxigenin,AC007389.3
digoxigenin,SNHG3
digoxigenin,AL450384.2
digoxigenin,LINC00599
digoxigenin,BRD3OS
digoxigenin,LINC00342
digoxigenin,MCM3AP-AS1
digoxigenin,ENSG00000229645
digoxigenin,WT1-AS
digoxigenin,SNHG17
digoxigenin,ZNF213-AS1
digoxigenin,EGOT
digoxigenin,LINC00339
Felbinac,NOP14-AS1
Felbinac,PART1
Felbinac,NDST2
Felbinac,TP53TG1
Felbinac,AL021937.4
Felbinac,IDI2-AS1
Felbinac,AC004817.1
Felbinac,LINC00963
Felbinac,AC010834.1
Felbinac,LINC01963
Felbinac,TCL6
Felbinac,EGOT
Felbinac,AL034550.1
Felbinac,SNHG20
Felbinac,LINC01361
Felbinac,AC002310.2
Felbinac,AP001062.1
Felbinac,AC007389.3
Diloxanide,LINC00963
Diloxanide,MEG3
Diloxanide,TP53TG1
Diloxanide,MYCNOS
Diloxanide,LINC01963
Diloxanide,AL031598.1
Diloxanide,AC010834.1
Diloxanide,AC007389.3
Diloxanide,TCL6
Diloxanide,KIF25-AS1
Diloxanide,PYY2
Diloxanide,KLF3-AS1
Diloxanide,CTXND1
2-aminobenzenesulfonamide,NDST2
2-aminobenzenesulfonamide,LINC00963
2-aminobenzenesulfonamide,CTXND1
2-aminobenzenesulfonamide,AC096564.2
2-aminobenzenesulfonamide,KIF25-AS1
2-aminobenzenesulfonamide,AP001062.1
2-aminobenzenesulfonamide,TP53TG1
2-aminobenzenesulfonamide,LINC01963
2-aminobenzenesulfonamide,ACVR2B-AS1
2-aminobenzenesulfonamide,AC010834.1
2-aminobenzenesulfonamide,AL117378.1
2-aminobenzenesulfonamide,LINC00472
Xamoterol,MCF2L-AS1
Xamoterol,AL021937.4
Xamoterol,CTXND1
Primidone,PART1
Primidone,ATXN8OS
Primidone,LINC00963
Primidone,AL031598.1
Primidone,NDST2
Primidone,AC010834.1
Primidone,LINC01361
Primidone,TCL6
Primidone,AC093010.3
Primidone,SNHG14
Primidone,AL157838.1
Primidone,BRD3OS
Primidone,AL021937.4
Primidone,MEG3
Primidone,CTXND1
Primidone,RHPN1-AS1
Primidone,AC002310.2
Primidone,MCF2L-AS1
Primidone,MMP24OS
Pralidoxime,VASH1-AS1
meglumine,AL139352.1
meglumine,MIR22HG
Butylparaben,SNHG14
Metyrapone,RFPL1S
Metyrapone,AP003469.4
Estrone,NDUFB2-AS1
Estrone,LINC00963
Estrone,RHPN1-AS1
Estrone,MIR22HG
Rolipram,TCL6
Flucytosine,IDI2-AS1
Flucytosine,NDUFB2-AS1
Tyloxapol,IDI2-AS1
Tyloxapol,LINC00474
Tyloxapol,LINC00339
Cantharidin,WT1-AS
Cantharidin,NDUFB2-AS1
Cantharidin,LINC00599
Cantharidin,MIR22HG
Cantharidin,SNHG3
Cantharidin,NOP14-AS1
Cantharidin,LINC00342
Cantharidin,AP003469.4
Aminohippuric acid,NDST2
Aminohippuric acid,LINC00339
Aminohippuric acid,IDI2-AS1
trichostatin A,XIST
Urapidil,IDI2-AS1
(-)-MK-801,AL441883.1
(-)-MK-801,LINC01361
florfenicol,AP001062.1
Clioquinol,LINC00599
Clioquinol,AC013391.3
Clioquinol,TP53TG1
N-acetyl-L-leucine,IDI2-AS1
N-acetyl-L-leucine,LINC00339
Nitrendipine,LINC00652
Idazoxan,MIR22HG
Idazoxan,AL021937.4
bephenium hydroxynaphthoate,LINC00652
Altretamine,AC002310.2
Altretamine,XIST
megestrol,MYCNOS
megestrol,AC002310.2
megestrol,AL355922.1
megestrol,LINC01963
megestrol,ZNF710-AS1
megestrol,AC098487.1
megestrol,SNHG20
megestrol,AC007405.1
megestrol,MIR22HG
megestrol,AL157838.1
megestrol,CTXND1
megestrol,MMP24OS
megestrol,TP53TG1
megestrol,LINC00963
megestrol,LINC01361
megestrol,MCM3AP-AS1
megestrol,AL139352.1
megestrol,SNHG14
megestrol,TCL6
Oxybenzone,TCL6
pipemidic acid,LINC01136
Dexibuprofen,AFDN-DT
Prasterone,TCL6
Prazosin,LINC00472
desoxycortone,NDST2
Dioxybenzone,AL117378.1
Dioxybenzone,AC002310.2
Nimodipine,WT1-AS
Nimodipine,XIST
Nimodipine,NBPF1
chrysin,BRD3OS
chrysin,AP003469.4
chrysin,LINC01963
adrenosterone,LINC00963
adrenosterone,AP003469.4
Nabumetone,IDI2-AS1
Nabumetone,LINC00599
Bacitracin,LINC00963
Bacitracin,MEG3
Ketorolac,IDI2-AS1
Proparacaine,IDI2-AS1
Proparacaine,AC044802.1
Proparacaine,AL450384.2
Proparacaine,RFPL1S
proxyphylline,LINC00963
atropine methonitrate,ZNF213-AS1
atropine methonitrate,LINC00963
atropine methonitrate,XIST
Nisoxetine,AP003469.4
Protriptyline,LINC00563
esculetin,SMIM27
esculetin,LINC00963
Remoxipride,IDI2-AS1
Gliquidone,LINC00963
Gliquidone,MIR22HG
alfadolone,VASH1-AS1
Flucloxacillin,LINC00599
Flucloxacillin,ATXN8OS
Flucloxacillin,TP53TG1
Flucloxacillin,SNHG3
Isradipine,ELOA-AS1
Isradipine,IDI2-AS1
Halofantrine,NDUFB2-AS1
Halofantrine,XIST
Halofantrine,AL117378.1
scopoletin,MEG3
Rilmenidine,MIR22HG
Rilmenidine,SNHG14
Rilmenidine,AL450384.2
Rilmenidine,CTXND1
Pizotifen,VASH1-AS1
Alfaxalone,AL355922.1
Trapidil,NDUFB2-AS1
Trapidil,PVT1
Trapidil,LINC00963
Trapidil,IDI2-AS1
tiletamine,NDUFB2-AS1
tiletamine,LINC00963
tiletamine,IDI2-AS1
Articaine,IDI2-AS1
Articaine,AC007389.3
enilconazole,ZNF213-AS1
Pirlindole,AC007389.3
Ribavirin,LINC00599
Ribavirin,AL117378.1
Ribavirin,LINC01361
Ribavirin,LINC00652
Ribavirin,AC096564.2
Azapropazone,AL117378.1
Azapropazone,AL450384.2
Azapropazone,IDI2-AS1
deptropine,IDI2-AS1
deptropine,NDUFB2-AS1
Isometheptene,AC002310.2
Isometheptene,LINC00963
Glyburide,ZNF213-AS1
Glyburide,VASH1-AS1
Albendazole,LINC00574
Albendazole,AFDN-DT
Albendazole,CTXND1
Albendazole,ZNF213-AS1
Albendazole,SNHG20
Albendazole,MEG3
Albendazole,NDST2
Albendazole,LINC02172
Albendazole,SMAD5-AS1
Albendazole,VASH1-AS1
Albendazole,LINC00963
Albendazole,LINC00599
Tretinoin,IDI2-AS1
Tretinoin,KLF3-AS1
Clotrimazole,AL139352.1
Clotrimazole,XIST
Clotrimazole,LINC00563
Clotrimazole,IDI2-AS1
Clotrimazole,MEG3
Labetalol,LINC02172
Labetalol,RHPN1-AS1
Labetalol,AC007613.1
Labetalol,AFDN-DT
Labetalol,IDI2-AS1
Labetalol,AC002310.2
Oxybutynin,AC044802.1
Oxybutynin,LINC00599
Oxybutynin,MYCNOS
Oxybutynin,MCF2L-AS1
Oxybutynin,AL117378.1
Oxybutynin,XIST
Oxybutynin,RHPN1-AS1
Oxybutynin,VASH1-AS1
Oxybutynin,AL441883.1
Oxybutynin,ZNF710-AS1
Benzydamine,VASH1-AS1
Benzydamine,AL139352.1
Benzydamine,LINC02172
Benzydamine,AL157838.1
Benzydamine,AC007389.3
Benzydamine,RHPN1-AS1
Oxytetracycline,HEXA-AS1
Oxytetracycline,MYCNOS
Oxytetracycline,SMAD5-AS1
Oxytetracycline,ELOA-AS1
Oxytetracycline,IDI2-AS1
Oxytetracycline,NOP14-AS1
Oxytetracycline,AL139352.1
Oxytetracycline,LINC00963
Oxytetracycline,LINC00563
Guanethidine,LINC02172
Guanethidine,AC044802.1
Guanethidine,ZNF710-AS1
Guanethidine,CERNA1
Guanethidine,LINC01136
Guanethidine,LINC00563
Guanethidine,SMG7-AS1
Guanethidine,PYY2
Clonidine,PVT1
Clonidine,AL021937.4
Clonidine,AC007389.3
Clonidine,LINC00342
Clonidine,LINC01136
Antazoline,LINC00342
Antazoline,IDI2-AS1
Antazoline,ENSG00000229645
Vinpocetine,ATXN8OS
Vinpocetine,AL355922.1
Vinpocetine,LINC00563
Vinpocetine,PRIM2
Vinpocetine,EGOT
Cinnarizine,AC096564.2
Cinnarizine,ATXN8OS
Cinnarizine,PART1
Cinnarizine,AP003469.4
fipexide,LINC02172
fipexide,AC098487.1
fipexide,AFDN-DT
fipexide,PYY2
fipexide,LINC00563
fipexide,AL031598.1
fipexide,AL021937.4
fipexide,AL139352.1
fipexide,NEAT1
fipexide,VASH1-AS1
fipexide,HEXA-AS1
fipexide,SMG7-AS1
Pimozide,AC007405.1
Pimozide,RHPN1-AS1
Pimozide,ATXN8OS
Pimozide,AC007613.1
Pimozide,AL355922.1
Pimozide,MEG3
Pimozide,AC004674.1
Pimozide,AL117378.1
Pimozide,KIF25-AS1
Pimozide,LINC01136
Pimozide,LINC00474
Quinacrine,PART1
Quinacrine,XIST
Quinacrine,AC007389.3
Quinacrine,AC044802.1
Quinacrine,LINC01361
Quinacrine,FOXD1-AS1
Quinacrine,MIR22HG
Quinacrine,SNHG20
Quinacrine,TP53TG1
Bupropion,LINC00963
Bupropion,AC004690.2
Bupropion,AL034550.1
Bupropion,AL031598.1
Etacrynic acid,HEXA-AS1
Etacrynic acid,MEG3
Etacrynic acid,AL139352.1
Etacrynic acid,AFDN-DT
Etacrynic acid,MIR22HG
Etacrynic acid,LINC00342
Etacrynic acid,IDI2-AS1
Clomipramine,PVT1
Clomipramine,AL031598.1
Clomipramine,AC044802.1
Clomipramine,AC007405.1
Clomipramine,RHPN1-AS1
Clomipramine,ACVR2B-AS1
Clomipramine,LINC00563
Clomipramine,PART1
Clomipramine,TP73-AS1
Methylprednisolone,LINC00599
Methylprednisolone,NOP14-AS1
Methylprednisolone,SNHG14
Methylprednisolone,LINC00563
Methylprednisolone,RFPL1S
Methylprednisolone,CTXND1
Methylprednisolone,AL355922.1
Methylprednisolone,AFDN-DT
Methylprednisolone,AL021937.4
Methylprednisolone,LINC00342
Mepyramine,RFPL1S
Mepyramine,AC007389.3
Mepyramine,KIF25-AS1
Mepyramine,CERNA1
Mepyramine,PART1
Mepyramine,AC044802.1
Mepyramine,AP001062.1
Mepyramine,IDI2-AS1
Mifepristone,LINC00563
Mifepristone,RHPN1-AS1
Mifepristone,SNHG3
Mifepristone,SMAD5-AS1
Mifepristone,LINC00342
Amodiaquine,AFDN-DT
Amodiaquine,RHPN1-AS1
Amodiaquine,SMG7-AS1
Amodiaquine,AC007613.1
Amodiaquine,LINC01136
Amodiaquine,AL117378.1
Amodiaquine,TCL6
Amodiaquine,AC004690.2
clofilium tosylate,LINC00652
clofilium tosylate,NDST2
clofilium tosylate,AL031598.1
clofilium tosylate,DIAPH2-AS1
clofilium tosylate,XIST
clofilium tosylate,MYCNOS
clofilium tosylate,KIF25-AS1
clofilium tosylate,NEAT1
Alprenolol,SNHG20
Alprenolol,AC002310.2
Alprenolol,IDI2-AS1
Alprenolol,AP003469.4
Alprenolol,AP001062.1
Alprenolol,LINC00342
Alprenolol,MYCNOS
Praziquantel,AL441883.1
Praziquantel,IDI2-AS1
Praziquantel,AC002310.2
Praziquantel,CTXND1
Praziquantel,PVT1
Fendiline,LINC01361
Fendiline,AC007405.1
Fendiline,MEG3
Fendiline,IDI2-AS1
Fendiline,SNHG17
Fendiline,AL450384.2
Fendiline,LINC00563
Fendiline,MIR22HG
Fendiline,NDST2
Fendiline,AL021937.4
Fendiline,AL355922.1
Quinidine,KLF3-AS1
Quinidine,ATXN8OS
Quinidine,IDI2-AS1
Quinidine,AC096564.2
Quinidine,VASH1-AS1
Quinidine,SNHG14
Quinidine,MCF2L-AS1
Sulfinpyrazone,HAND2-AS1
Sulfinpyrazone,AC004690.2
Mebeverine,LINC00342
Mebeverine,LINC00963
